Group,x,y,t,s
H,-33.15178737,180.2740065,0,1
I,26.08721573,167.7104192,0,0
F,-44.38665151,585.318643,1,1
G,9.488158668,285.8438439,1,0
H,0.315653525,540.9327793,0,0
H,-27.80711734,186.0485995,0,1
F,22.32958729,123.8500893,1,0
G,15.77180281,13.82712014,1,0
G,-1.613230905,451.7809682,1,0
H,-1.008185161,399.8509409,0,0
F,71.05287668,-429.0279361,1,1
G,-44.71005818,736.9189702,1,1
G,-29.24999805,443.2388418,1,0
F,31.32256263,1.748037398,1,1
F,33.99133089,-26.41508786,1,1
I,24.74536727,253.9227435,1,0
I,25.46605467,58.41027148,0,1
F,16.02774382,-137.6245003,1,1
I,26.10192517,-109.2923487,1,1
F,40.5322351,-63.89773781,0,1
F,53.07036681,-190.5778639,1,1
H,17.63974542,460.3302171,0,1
I,18.76235457,91.51701206,1,1
G,-20.40598638,444.1271344,1,1
I,-5.726566608,-203.5081059,0,0
I,10.93578068,0.251239293,1,1
I,1.047978745,146.8383187,0,0
I,5.87069749,-355.5892949,1,1
F,-0.125276874,196.4428686,1,0
F,7.237872227,-44.76695032,1,0
H,0.884599734,251.8302217,0,1
H,38.70306225,567.9459878,0,0
G,2.793625911,73.62403937,0,1
I,-32.84978233,58.61758647,1,0
H,50.88354359,585.9813019,0,1
F,30.48019922,-416.0800071,1,0
F,-14.10864826,429.6162148,1,0
F,5.421442761,35.2853257,1,0
H,20.87132563,514.4766088,0,0
G,-2.01342938,94.89849759,1,0
G,-10.59484592,387.3584055,0,1
H,1.175791546,498.6921907,0,0
I,1.513747975,-18.56998056,1,0
F,-0.493627212,337.7019434,1,1
I,8.031143179,115.3104326,0,0
H,-38.33878985,-147.2312089,0,1
H,2.271128321,372.6666985,0,0
I,-16.65985038,59.67097684,0,0
F,41.59394666,-356.8104025,1,1
H,11.47026973,213.6979114,0,0
G,24.66083387,233.6252064,1,1
H,-2.224309679,349.0822499,0,1
G,-15.25071993,448.8121102,1,0
H,-19.29852754,379.1491437,0,1
I,29.13129087,-169.2873718,0,0
H,-27.22558238,299.69415,0,1
F,-27.61733986,457.7657657,1,0
H,-32.55420296,212.532562,0,1
F,22.26255754,170.7558571,1,0
F,43.7371866,65.84097954,1,1
I,-11.85380112,104.7365502,1,1
I,12.13864004,23.19201913,1,0
F,18.93061269,82.08813107,1,0
G,35.48122803,21.68764499,1,1
G,4.165781226,43.21829254,1,0
F,-16.07344391,335.1333314,1,0
G,2.576834518,172.0568406,1,1
I,15.7432811,71.52395653,1,0
H,-23.85544949,168.0044244,0,0
I,-0.373777712,-160.8271328,1,0
I,20.32618222,12.78675582,1,0
I,-30.25349929,-44.19668329,0,0
H,0.160724205,253.0086355,0,0
G,23.21816006,-87.05731237,1,1
I,10.68194806,-131.7735182,1,0
H,-24.58713626,452.2280801,0,0
I,9.164999799,80.48141594,1,0
G,-23.81893868,374.4108621,1,1
F,22.77520492,-123.0078096,1,1
I,23.60893571,-21.4146975,1,1
I,-5.960738635,-163.6217653,1,1
G,34.35255653,115.0417195,0,0
H,0.051522044,338.8564768,0,1
G,-36.43692194,533.7911324,1,1
G,-4.325457095,253.9848579,1,0
H,-25.36604878,162.7930154,0,1
I,22.06570834,77.84920784,0,0
I,5.977406488,-64.98847266,1,1
G,8.485635948,204.7173694,1,1
F,-5.658707774,263.8278471,1,0
G,-19.17359055,274.412557,1,1
I,6.032409222,168.3471149,1,1
F,1.581846185,166.4673773,1,0
H,14.74140425,181.5192099,0,0
I,-1.760540708,91.27344702,1,1
I,-18.44069872,152.6430996,0,1
F,7.712828061,156.7140293,1,0
G,-14.05295918,170.0063499,1,0
G,6.219335718,54.99609821,1,1
I,32.79879033,1.207245502,0,1
F,-13.35797286,284.4812818,0,0
I,29.39259241,311.5785132,1,1
F,-51.76138641,518.0901877,0,1
I,5.973976623,181.6239268,1,1
F,22.90770808,-29.01564115,1,0
F,47.00030981,-440.6519149,1,0
F,1.579778986,-36.05591799,0,0
G,9.097480051,272.2324255,1,0
G,24.4916991,-173.0488249,1,1
I,-17.2134386,51.32335859,1,0
I,-6.985141794,199.7856725,1,1
I,45.61885479,-59.17260148,1,0
F,51.3299221,-132.162559,1,0
I,-9.468963402,116.4347182,0,1
G,-29.37450244,302.5544641,1,1
I,3.857485302,113.9205647,1,1
I,-6.382093475,-82.80580747,1,1
H,-8.333380605,435.5039903,0,1
I,12.79170443,-56.30937115,1,1
I,-15.37644315,-33.44383894,1,1
G,31.84518719,-132.3071895,1,1
F,18.50978404,-167.8088292,1,0
G,-11.73423543,413.0866243,1,0
G,3.357590949,326.6617379,1,0
H,-7.790805499,486.2346592,0,1
F,26.29454212,-281.6463761,1,1
I,-14.22939071,-64.15255859,1,0
I,6.233586314,-118.1066724,1,1
H,-45.63221068,101.6629952,0,0
I,-9.176898705,-96.39008393,1,0
F,-15.14844746,281.034011,1,0
G,-32.40185026,546.0244102,1,0
H,2.263700826,359.0162275,0,0
H,-13.0656496,435.393179,0,0
H,-3.721179995,59.80866362,0,1
H,-14.23808699,179.6119756,0,0
H,-12.38338846,89.19769757,0,0
I,-10.69817735,-12.93868965,1,1
H,-44.40977539,-35.50675038,0,1
H,-27.24602767,-60.23841373,0,0
I,6.582792858,-210.0399411,1,0
G,17.67612965,-51.25385538,0,0
I,7.094490447,147.6814818,1,1
G,-23.62290654,112.5573743,1,1
I,9.749790489,-79.65472758,1,1
G,13.36117863,-1.66926393,1,0
I,16.24777608,-180.2996113,1,0
F,-29.42439385,531.9204683,1,1
I,14.31695196,192.3894351,1,0
F,10.45593797,136.122184,1,0
H,12.22883071,411.1590816,0,0
H,-12.60536739,315.8209247,0,1
G,31.69311545,-95.43642103,1,0
G,-11.91251295,192.5792358,1,0
G,17.86275651,-37.59951241,1,0
H,-5.480983773,102.2674435,0,0
F,-38.06945996,554.5059848,1,1
I,21.82138127,-178.4719171,1,0
G,-41.63506876,365.1843735,1,0
F,9.605355355,96.60736478,1,1
I,-20.87387097,-49.79228812,0,1
F,33.30760205,-2.408769898,1,0
G,37.7411485,-60.42164471,1,0
G,15.89461535,-33.55599833,1,1
I,23.07063911,199.1005346,0,1
F,-17.79929666,533.263848,1,0
I,-23.55258688,74.48966449,1,1
I,-14.92548176,2.411881939,1,1
G,8.943584233,313.1957921,1,1
H,-9.698375353,342.4727962,0,1
F,9.359763876,456.868263,1,1
H,32.4217511,534.6767624,0,0
I,10.00232524,218.8950836,1,0
I,-28.43427635,-132.1840774,0,0
G,-4.18354117,-18.62663379,1,0
G,-24.54342654,403.3607808,1,1
G,-23.96239797,296.3845187,1,0
H,-40.28150387,70.81515726,0,0
H,25.98019115,394.8047478,0,1
G,-19.83799745,419.7902621,1,0
H,2.083781444,252.6499968,0,1
G,-0.037448842,15.82580545,1,0
I,25.98910996,-16.96090696,0,0
I,-45.89421977,60.70193047,1,1
H,-3.243187918,453.344481,0,1
I,-27.06549405,125.5952869,0,1
G,7.13347291,283.4083418,1,0
I,8.522605162,2.730592981,1,0
G,21.73683737,-233.4237043,1,0
H,0.642541965,535.8885155,0,0
G,-3.480054337,290.7612127,1,1
G,5.030819586,129.8530269,1,0
H,-16.08648737,123.1531174,0,1
G,-3.987233301,248.454216,1,1
H,7.117444249,86.5608813,0,0
I,5.438185199,128.506696,1,1
G,-26.81834152,549.7856537,1,0
G,-26.56082237,457.6881746,1,0
H,34.87773414,458.6480198,0,1
I,-10.14869529,-252.6343779,0,0
I,-26.72804926,43.18496716,1,0
H,5.909379698,379.4012021,0,0
H,7.404099167,98.08497624,0,1
F,16.84336912,238.8025632,0,1
I,-1.329759028,-59.73241301,1,1
G,-29.28898175,387.9837959,1,0
I,-7.140995437,86.14713287,0,0
H,22.34316279,671.4543424,0,0
I,17.32628445,-156.8940942,1,1
F,28.12293871,-127.9298016,1,1
G,7.734946641,220.3254896,1,1
G,-15.3057647,371.1810051,1,1
F,14.54770765,293.3413604,0,0
G,23.1975529,-132.1272499,1,1
I,-7.927753903,-58.23511809,0,0
I,28.28905889,-55.8986572,1,1
G,-24.60259511,270.1214377,1,1
I,-15.22776137,127.2529291,1,1
G,22.04451874,75.67386349,1,0
F,20.64079567,-169.7506505,0,1
I,35.65466122,-24.75327302,0,0
F,-19.50667419,392.5588771,1,1
G,-14.39144393,37.74826303,1,0
H,-8.516093399,255.2680765,0,0
F,42.20015112,60.95033643,1,1
I,1.069745491,-148.982034,0,0
F,37.80640319,-128.4227995,1,1
F,55.64482208,-48.91152901,1,1
H,23.01239547,534.17953,0,0
I,2.349740634,29.45434295,1,1
F,-10.50210733,411.5667418,1,0
H,33.81983516,547.0074613,0,0
F,51.52045123,-237.9384698,1,1
H,47.51376844,783.0566655,0,0
F,-0.404639025,450.6431585,1,0
F,36.88860583,-321.5821765,1,0
F,-13.52268256,351.9435216,1,1
G,-28.6509188,427.0270149,1,0
G,0.065239048,24.54290214,1,1
G,-5.637259952,399.3486806,1,1
F,3.638782147,326.1728987,1,1
F,14.23389533,252.6952752,1,1
I,34.58625016,69.44977936,0,0
H,-29.66756557,-47.35861235,0,0
F,10.15799016,203.3683864,1,0
H,-2.775006347,396.1582497,0,0
G,-9.91312986,458.7854749,1,1
G,-4.336551695,196.9594381,1,1
F,9.385743449,271.9863406,1,0
G,-18.90867564,574.6833329,1,0
F,18.20820516,277.5251458,1,1
G,-7.550303272,475.7368161,1,1
G,7.399758492,229.0520545,1,1
F,5.704450154,326.7582954,1,1
G,-4.682582746,121.5862058,1,1
F,17.45250472,-0.238722408,0,0
I,4.751034107,-18.42158378,1,1
F,4.545495566,46.94063578,1,0
I,-14.22746261,-174.1035151,0,0
F,42.95963414,-423.1683896,1,1
G,19.93124953,91.97444162,0,1
F,16.8858424,116.0093905,1,1
F,26.24132166,-59.72547564,1,0
G,7.577045533,278.4695638,1,1
G,0.124891455,93.95193471,1,1
I,-41.85232343,-75.4576829,1,0
H,26.58957781,474.9310524,0,1
I,3.753263445,61.85286056,1,1
G,-6.734564987,135.4570004,1,0
H,-45.81086056,28.16183405,0,1
H,-2.134833984,580.1142357,0,0
H,-37.75486027,110.7933593,0,1
H,-25.97209722,159.6654954,0,0
I,2.272783228,231.4466781,1,1
G,19.58387034,167.5703738,1,0
G,-14.85853514,515.7208246,1,0
H,-5.072729764,220.2730289,0,1
I,-25.89282892,-123.3466223,1,1
H,10.59804845,488.1969915,0,1
F,40.06968293,-431.8366123,1,0
F,14.02643815,101.4525568,1,1
G,29.99587521,149.884819,1,1
F,20.95826521,168.1442538,1,0
F,31.51023049,-19.58474134,0,1
I,-19.90239756,-160.8493914,1,1
H,13.82287626,122.5508648,0,0
I,25.34475502,-179.3937384,0,1
G,15.69632493,82.29531462,1,0
H,21.52626904,411.1706562,0,1
H,1.298664214,-150.3891432,0,0
F,2.184526677,186.6244349,1,0
G,44.35453771,-123.8101748,1,0
H,-9.272289309,333.4348,0,1
I,-6.599384914,-21.5532732,1,1
G,-2.263351611,112.3492192,1,0
G,-17.97229923,252.5443634,1,0
G,28.794513,5.606579336,1,0
F,5.391931036,281.2547977,1,1
I,19.3081042,-55.88227233,1,1
F,23.91808694,29.87957217,1,1
I,34.10406656,91.5792845,1,1
I,28.66507383,-100.0529575,1,1
I,-42.91119107,107.0885268,0,1
I,-0.967048316,-63.39128243,1,1
I,-0.272188724,62.17442641,1,1
I,-1.378413964,141.0688213,1,0
H,-14.94895288,473.3476357,0,0
F,39.10088486,-180.5236852,1,0
I,-7.476217773,188.8371031,1,1
H,-13.37763263,211.9703382,0,0
F,20.72415669,240.1573206,1,1
H,-5.797609728,139.7781094,0,1
I,-26.42980502,-91.27091152,1,1
I,-7.976598967,-182.5284552,0,0
I,-11.26620059,51.84836133,1,0
F,16.66575059,158.5120303,1,0
G,27.9213249,-12.50328134,1,0
G,-34.14162868,593.2478482,1,0
I,-26.23112864,-49.30763474,1,1
F,4.342360161,406.6258169,1,1
H,2.168061877,251.2810786,0,1
I,1.804948226,140.73043,1,0
I,26.40007202,64.89698674,1,1
F,14.89229297,-4.866246719,1,1
I,13.98786458,-65.5440618,1,1
F,22.07734958,20.3586529,1,1
G,30.7829126,-138.5868885,1,1
G,5.195017517,-52.89978162,1,0
F,11.99409837,106.6956632,1,0
G,4.655466374,53.1064392,1,1
H,-26.43373277,130.394434,0,0
I,31.22415361,-71.71649286,1,0
H,33.82224493,634.0297134,0,1
G,-24.55789448,204.4505157,1,0
G,-27.0833436,562.4594612,1,0
H,-68.48337421,-169.9273938,0,1
G,-10.32400901,65.56351749,1,1
I,27.48337969,-12.90192592,1,1
F,-22.18538589,466.5543353,1,0
G,-3.24779468,331.8708413,1,1
G,43.36206552,-158.5300221,1,1
G,-1.083894775,251.3507108,1,0
G,42.62345138,17.11935014,0,0
F,17.13829585,54.13781038,1,0
H,-44.50221036,-16.93982936,0,0
F,26.69410578,62.95350694,0,1
G,0.538236698,178.9066661,1,1
F,14.4452701,-125.519638,1,1
I,25.43725999,0.018415587,0,1
H,-32.48771643,4.912203919,0,0
G,-20.53355548,523.0368923,1,0
F,28.46114903,37.95829018,1,0
F,19.41215246,-148.9710441,1,0
F,16.60346845,-36.36826172,1,1
F,14.4554357,73.8369949,1,1
I,27.05044818,-11.0718969,1,1
F,-3.905258432,243.4978528,1,1
I,33.69654464,151.5599889,1,0
I,-1.783979292,93.71725173,1,1
H,-63.36308718,-109.8566935,0,1
F,12.77646906,52.43106795,1,0
I,5.352562063,21.68172926,1,0
I,18.25053283,197.7844428,1,0
G,5.824416073,216.0345189,1,0
I,33.19955033,55.13944897,1,0
G,-17.34376284,328.0593719,1,1
F,23.43405772,75.21600272,1,1
H,-2.207989382,197.4003093,0,0
I,19.37166169,115.518025,1,0
H,-27.73470039,-53.19962736,0,0
F,6.456784127,-162.5012333,1,0
H,-45.03684515,-132.2973201,0,0
H,-22.4175122,42.52592,0,0
I,11.66580766,195.4763375,1,1
G,-3.344914392,339.290406,1,0
G,26.61747673,267.9920917,1,0
G,-3.382867821,1.913412497,1,1
G,6.797715328,72.0146222,1,0
H,-40.24173947,-103.6047161,0,0
F,0.074337239,106.0172517,1,0
I,4.135607055,135.9012628,1,1
I,8.328367963,2.840977337,1,1
H,-15.9070449,61.86397261,0,0
F,5.434458279,10.73852937,1,0
H,-36.01321838,-72.48825786,0,1
I,35.37240251,2.977347409,1,0
F,4.043966802,355.5827959,1,0
H,-4.20429952,236.8202702,0,1
G,-16.46441821,425.3426448,1,0
G,-5.183205671,259.6143444,1,1
F,-22.88554681,426.880525,1,0
H,-26.70796621,300.3071341,0,1
H,9.639412436,216.5217265,0,0
H,0.301359947,247.1429898,0,0
H,-5.672744123,410.7054129,0,0
G,6.945687768,64.41165377,1,0
H,-49.04295203,15.33223824,0,0
G,-7.875900742,236.3429359,1,0
I,-19.89453572,64.82422163,0,1
H,1.50649739,444.6522214,0,1
F,-23.6802166,313.4806357,1,1
G,5.147288637,381.1873377,1,1
I,26.8372488,114.9749737,1,1
I,24.30197148,-86.39023372,1,1
G,-9.287954403,376.0349673,1,0
I,-11.10155114,46.81204053,1,0
H,28.27278749,409.242326,0,0
F,19.95475271,-66.69603527,1,0
H,-45.03015378,-44.41148057,0,1
H,-48.6449414,35.95724759,0,1
G,10.66674877,56.02947398,1,0
I,19.72522908,-40.20425673,1,1
I,-12.8409422,42.1704501,1,0
F,36.18169064,-297.8134987,1,1
I,-16.97664332,181.5704887,1,1
G,-26.17200424,242.0476424,1,1
I,-21.50771141,21.68908969,0,0
F,41.31660461,-90.47069222,1,1
H,-32.44683034,212.5798591,0,1
H,41.96846464,885.2440145,0,0
H,-11.24352887,173.424189,0,1
H,15.60161986,92.22540142,0,0
I,-3.22241079,-64.97364388,1,0
F,-4.932725051,460.1167761,1,0
I,30.27108628,204.1101113,0,0
H,-26.02422325,357.754934,0,0
H,-12.7484363,250.2797615,0,0
F,26.75599417,84.15106652,1,0
G,14.82978363,-108.7561531,1,0
I,22.40470741,97.18288678,1,1
H,-24.02588159,172.0682061,0,0
H,16.6773046,419.0725425,0,1
I,-5.879091388,80.96111331,1,1
G,24.51502873,-239.7259569,1,1
H,-36.1199799,-20.6683216,0,1
I,14.03304784,-122.44401,1,1
F,31.01163885,-92.78273212,1,1
F,25.92923466,-267.7296626,1,1
F,-7.419492613,219.5438428,1,1
G,45.14502155,-196.8179751,1,0
G,-3.509290044,382.0507318,1,0
I,24.00561981,-55.82346245,1,1
G,40.67828972,-142.437793,1,0
H,-30.50182153,-136.6646911,0,1
H,-13.38337141,221.6422453,0,1
I,-20.20933487,64.98384107,0,0
F,25.95272566,2.673920898,1,1
G,-8.86102703,356.9143739,1,1
F,-0.566853365,217.2570124,1,1
I,16.56826424,-301.601673,1,1
I,29.98108503,-84.09567627,0,0
F,-19.14237558,477.5229625,1,0
I,8.76440614,-30.2220901,0,1
F,29.74034186,-160.547908,1,0
I,43.86649975,81.21574288,1,1
F,44.06951725,-482.444468,1,1
H,-14.57768965,365.635058,0,0
F,42.51335147,-72.83210725,1,0
G,-13.1216787,273.6081526,1,0
I,-36.00146458,295.159264,1,1
H,-40.02762642,125.8666766,0,0
G,8.140212829,272.2915091,1,1
H,-30.38129494,-27.88084801,0,1
I,53.20026872,-144.3390631,0,0
F,21.56766691,-128.647041,1,1
H,-9.706820583,76.016975,0,0
H,-71.95564852,-382.9921943,0,0
H,-80.06092623,-352.7227641,0,0
G,-1.950167963,67.67830294,1,0
I,20.90078262,-33.39191787,1,1
I,-5.783677516,371.669067,1,1
F,19.79504125,-48.14839111,1,1
I,22.21720124,215.329391,1,1
I,-29.3966254,-97.70197583,1,0
G,-6.772462061,212.2252532,1,0
I,-20.08066914,-21.53155107,1,1
F,23.63399263,-101.4222451,0,0
I,-2.429500289,181.8954029,0,0
I,23.80242886,369.4865552,0,0
F,33.66500836,-87.63725079,1,0
G,7.932121209,182.8594514,1,0
F,7.367733958,155.8415669,1,1
G,-7.067843297,280.962701,1,0
G,30.52134453,-167.1118541,1,0
F,42.09153473,202.8341054,1,0
F,31.51117095,24.2423374,1,1
H,-16.14864784,238.0873276,0,0
F,16.60143779,-101.2037341,1,1
G,-20.79992536,406.5258294,1,0
F,11.02895826,-98.93260519,1,1
F,15.16658052,-22.19121001,1,1
H,-14.31924141,67.23809378,0,0
I,2.154250557,89.13306217,1,1
H,52.23096527,822.7597003,0,0
H,-10.13086171,372.5270328,0,1
I,-27.22808664,19.9988771,1,1
H,-22.33719987,-19.67352237,0,0
I,-6.366559124,-36.30752699,1,0
F,50.96360683,-206.5063832,1,0
F,8.721707851,72.75359235,1,0
H,21.32753349,416.4991582,0,1
I,17.25653509,-146.7399913,1,0
G,-8.059032032,148.6500319,1,1
H,3.373107477,428.2037485,0,0
H,36.14341171,785.9884146,0,0
I,-9.841533622,-80.61011674,0,1
F,-11.20612684,254.4277191,1,0
H,11.94314381,382.6815933,0,1
H,12.91516797,273.1693126,0,1
I,-1.564873871,-28.94049005,1,1
G,6.439390665,312.5174745,1,0
G,-22.30936863,323.5389486,1,1
I,-1.284448467,5.535086141,0,1
I,25.82270925,-60.17855161,1,1
F,35.76519121,-56.46847713,1,0
G,8.873961658,186.2292069,1,1
I,0.772841218,-14.91691505,1,1
F,38.81807058,-295.4968148,1,1
H,7.256269776,418.1690614,0,1
F,17.65106839,-137.7909597,1,0
F,27.30649813,-53.31097734,1,1
G,-10.28887594,231.4533853,1,0
I,-17.33522964,-211.494104,0,1
F,-46.0726307,659.3746525,0,1
G,17.99233442,12.58465235,0,1
H,29.57259218,291.7892241,0,1
I,-15.28563699,-37.82780963,1,1
F,12.86998442,86.34857554,1,0
F,14.95884723,-100.4709624,1,1
F,34.67663897,-168.1101754,1,1
F,-7.369900508,315.4083162,0,0
G,-17.60881356,509.5634029,1,0
F,16.69384208,192.5454926,1,0
I,24.76286091,96.44281327,1,0
H,-58.2910431,-177.3809418,0,1
I,-2.410659407,14.69036594,1,1
G,-15.89187997,291.5156112,1,1
F,15.64932101,111.4904386,1,1
F,0.973729726,105.2962089,1,1
H,-8.105205544,91.04839585,0,1
H,-7.635704619,230.3660001,0,1
F,-9.531689776,319.1453783,1,1
G,-4.181298567,276.1834814,1,1
G,3.904847386,487.6248812,1,0
I,-23.52049876,-89.95346772,1,1
I,34.19098904,41.39524161,1,0
H,40.3297533,626.9061592,0,1
F,4.875578689,107.027101,0,1
G,8.324437745,291.8850287,1,1
F,18.05590857,317.3471364,1,0
G,5.981113427,-131.666047,1,0
G,-27.43124282,356.2245498,1,1
F,53.0424267,-491.8101674,1,1
F,10.54673585,318.9907536,1,0
G,-17.6245282,356.3840309,1,0
F,32.36187695,-49.34110024,1,1
H,-64.02483815,-243.9152084,0,1
I,4.129442409,-197.7751731,0,0
I,-8.141636407,-222.7696288,0,1
G,-0.481766971,262.4101406,1,0
F,25.41972221,232.3076728,1,1
I,11.07420935,2.631547454,1,0
G,23.22065349,-298.9619322,0,1
G,-1.023750897,14.56171218,1,0
H,18.39297673,392.6435386,0,0
I,-4.856155832,72.70786459,1,0
G,30.79223022,-164.0030725,1,1
I,14.39926412,355.7257062,0,0
I,8.089553342,-15.34796217,1,0
G,12.09331462,100.5097293,1,1
F,27.4626901,-175.73234,1,1
I,-13.58628734,96.81338776,1,1
I,9.012632017,86.14872774,1,1
F,10.87295885,163.2487289,1,1
F,33.41022163,-209.9172098,1,1
I,-12.08254676,22.40590516,1,0
G,-15.16036886,190.656117,1,1
H,-41.46568473,-90.11981835,0,0
F,21.79716424,159.5331067,0,1
I,30.22019063,-89.00638873,1,1
I,-15.83006202,-126.7689663,0,0
F,14.52643778,67.6145105,1,0
I,-7.042371016,-33.32617162,1,1
H,-8.429385011,527.8716327,0,0
F,31.54602279,6.589791016,1,1
G,-20.67864817,545.2967391,1,1
H,-45.90686644,235.9999119,0,1
H,-30.94363252,209.1210984,0,0
H,-0.566606387,193.7051164,0,1
I,7.252646583,193.1785702,1,1
F,32.65520704,-341.8644706,1,0
G,24.20320067,110.6059913,1,1
I,11.41079641,50.1237119,1,0
I,1.354800755,146.4905978,1,1
F,-0.194180857,360.6697146,1,1
G,-0.468797219,88.92187247,1,1
G,-23.87286586,403.1045173,0,1
H,-18.14404695,270.5508666,0,0
H,-26.59101751,54.60879152,0,0
H,-45.15516419,-75.60877564,0,1
G,38.37994048,-5.227925022,1,0
I,19.19363221,-20.78998755,1,1
G,3.61763087,-88.32079082,1,1
H,-17.30588656,212.7929881,1,1
F,-28.79253327,836.2571498,1,1
G,-4.225565526,227.368816,1,0
G,6.516285753,256.2263473,1,0
G,-14.52034293,392.7774251,1,0
G,-10.04361698,266.8241637,0,1
I,-17.46742946,-55.74998689,0,0
I,-46.93032731,119.0791046,1,1
I,-16.1216506,-164.5463784,1,1
G,17.19641039,256.2604767,1,0
I,16.86923154,197.2242228,1,0
H,-30.10382667,-71.29200391,0,0
I,28.23007244,-344.9152284,0,0
I,19.59692247,-188.2504167,1,0
G,2.578719423,23.60209613,1,1
G,2.79395221,359.433824,1,0
I,21.52112366,191.3967162,1,1
H,-23.17421334,123.6716272,0,1
I,17.88368517,27.70592461,1,1
F,-3.706956651,242.6699552,1,0
F,26.02024959,87.49279655,1,0
I,-18.97447191,-5.443389054,1,1
G,-4.590291342,311.592458,0,1
H,-9.020323285,266.4517729,0,0
F,-4.391677413,325.8001639,1,0
H,-20.41119783,83.50485486,0,0
F,-7.002771627,418.2824722,0,1
F,-10.89119197,553.037457,1,1
F,-34.98007099,686.9659083,1,1
H,-58.51293517,-160.5520096,0,0
F,4.146201344,309.6177662,1,0
I,-11.02886378,-159.2443256,0,0
G,-1.547615116,151.2853065,1,1
G,-10.73032239,263.3116454,1,0
F,1.157821735,276.2683046,1,0
G,31.31013074,36.10250651,1,0
F,-24.44396314,319.058842,1,1
F,-38.74060919,645.1807661,1,0
H,-12.55023122,127.9253056,0,1
F,23.37361233,-134.9795156,1,0
H,-8.48918078,120.4148972,0,1
G,3.889455956,178.6149456,1,1
I,-4.951599535,-138.7149201,0,0
G,21.66907043,56.41133555,1,1
I,8.441635705,-187.7956069,0,0
I,4.059878842,-254.4914339,0,0
G,25.17417565,-98.3057144,1,1
G,29.02360944,-146.494562,1,0
H,-4.184846249,334.4374779,0,1
F,18.3189885,-159.75919,1,0
F,10.36916189,148.1272627,1,0
I,-18.88221964,258.7209392,0,1
H,-10.83975005,270.9163936,0,1
H,-32.25902145,253.4152645,0,1
I,10.9159697,-21.89845757,1,1
I,36.33866231,-53.65507094,1,1
H,-43.12998834,-155.1096128,1,1
G,16.85225614,-142.6892014,1,1
G,-2.377473534,544.5919237,1,1
I,32.69836642,68.95688378,0,0
G,-26.45093896,-39.00927012,1,1
F,30.83106745,-88.17065219,1,0
H,2.727840053,305.4687125,0,1
I,3.09975211,-35.33932204,1,0
I,-35.87569063,111.3769541,1,1
H,-31.52968407,246.475651,0,1
G,15.92302379,138.5200905,1,0
F,20.96131883,173.2252045,1,0
F,6.532668671,13.32619859,0,1
H,-11.78824537,276.598181,0,0
H,-28.05788798,303.5178099,0,0
H,-9.329835022,195.2774859,0,0
G,2.640181755,136.7290302,1,0
G,7.062250936,170.1064149,0,0
F,36.62650989,-26.80953231,1,0
H,28.65386361,394.8599006,0,0
I,-4.793827969,215.028924,1,1
G,-9.678242426,372.3984487,1,1
G,6.76517396,242.5022456,1,0
H,-54.28147279,-179.3844871,0,0
G,-0.568291616,338.3843283,1,1
G,24.4207537,91.44815353,1,0
H,-0.463336307,335.8103573,0,0
H,-14.44000557,240.0560441,0,1
G,7.468939005,193.7078349,0,0
G,16.44912885,-137.2639949,1,0
I,4.175289621,-47.01008754,1,1
F,25.37086921,-131.1220321,1,0
I,-2.14058913,-101.5459968,0,0
G,16.1838346,-26.52675194,1,0
I,21.82584514,-219.9328226,1,0
F,1.580562556,373.5554966,1,1
I,-31.38428554,97.93877281,1,0
I,25.47742506,112.6142785,1,0
H,-7.898804036,181.3042955,0,0
F,-2.233568516,31.5874569,1,0
H,-18.93022187,-7.462151605,0,1
G,43.29606496,-399.9380152,1,0
H,-12.99073628,269.3034221,0,0
F,7.357293721,368.6108072,0,0
H,-63.69274641,-232.6489671,0,1
H,8.670991364,476.1498895,0,0
F,4.455732357,95.01095264,1,1
I,13.52270536,0.203965638,1,1
I,5.843960694,-47.90225899,1,1
H,40.50505146,535.3995055,0,0
H,-33.84254181,182.3794654,0,0
G,-2.630729136,308.6938275,1,0
I,29.45834246,-96.49805996,0,0
G,22.18872635,-12.99472366,1,0
H,27.97159513,675.2311683,0,0
H,-51.24892819,223.0449894,0,1
G,33.55216958,-152.018808,1,1
H,-18.39782115,207.6855979,0,0
F,5.442519426,83.66930121,1,0
H,-23.04200148,77.89377529,0,1
F,9.170599265,358.8207408,1,0
G,-27.70654913,262.7595977,1,1
H,11.32759515,457.7243588,0,1
G,-9.432245312,433.0642006,1,1
G,44.22904452,60.25817121,1,0
F,2.609459523,119.2987031,1,0
F,-6.660059989,200.4141788,1,1
F,47.82862818,-403.9093009,1,0
F,8.218862995,254.6332899,0,0
F,9.647453976,137.5295417,1,1
G,14.07518799,229.0840836,1,0
H,-14.396059,270.5136435,0,0
F,15.17732407,41.60701716,1,1
H,-42.82020089,-24.70135009,0,0
G,-12.48829391,120.1461195,0,0
G,11.07792157,75.47725059,1,0
I,-5.391001305,297.9693244,0,1
F,14.44033297,74.38414902,1,1
H,-28.56731379,34.46049001,0,0
F,7.065440883,75.87337385,1,1
I,34.5965213,-234.6281717,0,1
H,-37.06498411,-51.48595994,0,0
F,20.71477615,-121.4032332,1,1
I,-23.77569082,-100.0753992,1,1
H,-36.05732676,67.89975838,0,0
F,31.44889791,-254.2948573,1,0
F,15.46578042,-35.65648871,1,0
G,-20.15433277,447.4083264,1,1
G,7.224701607,-8.657682408,1,0
